countryiso3code,country,date,value
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1980,728.089032364032
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1979,578.563220048066
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1978,509.479881706338
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1977,468.301006855768
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1976,430.261243729322
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1975,435.977901648087
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1974,421.977184738244
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1973,354.498831649227
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1972,282.736957731091
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1971,268.350078588673
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1970,253.382369534368
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1969,256.356381322654
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1968,237.91143081607
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1967,226.978858727529
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1966,214.666913743432
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1965,202.847823990074
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1964,192.639989341492
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1963,182.018479493271
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1962,171.961915641688
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1961,166.263682006911
AFE,"{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",1960,162.342517470388
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2023,1584.33328485465
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2022,1788.8753472127
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2021,1769.17185266776
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2020,1688.47087082362
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2019,1813.60914568405
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2018,1735.44583276662
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2017,1590.5557849502
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2016,1648.92026894717
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2015,1882.51880807768
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2014,2248.51842565537
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2013,2154.31508352123
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2012,1958.07740299649
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2011,1861.53730345913
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2010,1680.141063273
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2009,1467.78917417001
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2008,1685.80693558685
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2007,1421.44464408425
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2006,1246.34945356314
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2005,1008.34176572599
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2004,850.083582158985
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2003,706.476561309633
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2002,627.095915323968
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2001,539.225748784857
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",2000,527.202561683489
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1999,531.516489087778
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1998,1159.18683744267
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1997,1108.67598376033
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1996,1084.23049382323
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1995,878.384133199292
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1994,586.813720557829
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1993,579.709832591796
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1992,571.64571752553
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1991,612.434518557781
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1990,598.393654721298
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1989,516.079428421792
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1988,567.573162576345
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1987,588.670593297145
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1986,588.180368781536
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1985,762.111294770313
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1984,745.326947463229
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1983,881.422884675276
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1982,1172.99704518665
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1981,1336.29003223031
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1980,763.507777729294
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1979,630.017269641722
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1978,527.986474272969
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1977,494.6891205982
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1976,484.122147845679
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1975,416.440747632831
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1974,370.935049119746
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1973,282.642421243035
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1972,231.571756173955
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1971,197.103880274326
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1970,219.865368418697
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1969,162.721305485771
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1968,146.846475418815
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1967,145.568084643886
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1966,162.890667132088
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1965,156.314136371155
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1964,148.821354708312
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1963,139.291221895117
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1962,134.130070528771
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1961,127.732834021678
AFW,"{'id': 'ZI', 'value': 'Africa Western and Central'}",1960,122.193931234231
ARB,"{'id': '1A', 'value': 'Arab World'}",2023,7377.39893629449
ARB,"{'id': '1A', 'value': 'Arab World'}",2022,7776.62937958481
ARB,"{'id': '1A', 'value': 'Arab World'}",2021,6503.79337634305
ARB,"{'id': '1A', 'value': 'Arab World'}",2020,5735.50986687093
ARB,"{'id': '1A', 'value': 'Arab World'}",2019,6565.98083975861
ARB,"{'id': '1A', 'value': 'Arab World'}",2018,6624.83465856668
ARB,"{'id': '1A', 'value': 'Arab World'}",2017,6068.60300810317
ARB,"{'id': '1A', 'value': 'Arab World'}",2016,6022.88281755523
ARB,"{'id': '1A', 'value': 'Arab World'}",2015,6258.60722652973
ARB,"{'id': '1A', 'value': 'Arab World'}",2014,7300.59977114317
ARB,"{'id': '1A', 'value': 'Arab World'}",2013,7344.23105138547
ARB,"{'id': '1A', 'value': 'Arab World'}",2012,7344.63076389533
ARB,"{'id': '1A', 'value': 'Arab World'}",2011,6874.84318714055
ARB,"{'id': '1A', 'value': 'Arab World'}",2010,5911.3303946217
ARB,"{'id': '1A', 'value': 'Arab World'}",2009,5123.70680136245
ARB,"{'id': '1A', 'value': 'Arab World'}",2008,6084.78537345253
ARB,"{'id': '1A', 'value': 'Arab World'}",2007,4943.51055312194
ARB,"{'id': '1A', 'value': 'Arab World'}",2006,4362.93231007856
ARB,"{'id': '1A', 'value': 'Arab World'}",2005,3760.92011203428
ARB,"{'id': '1A', 'value': 'Arab World'}",2004,3140.30963599122
ARB,"{'id': '1A', 'value': 'Arab World'}",2003,2697.48562999278
ARB,"{'id': '1A', 'value': 'Arab World'}",2002,2478.93415179419
ARB,"{'id': '1A', 'value': 'Arab World'}",2001,2527.91694092746
ARB,"{'id': '1A', 'value': 'Arab World'}",2000,2649.77245147363
ARB,"{'id': '1A', 'value': 'Arab World'}",1999,2362.99620692573
ARB,"{'id': '1A', 'value': 'Arab World'}",1998,2174.90400851706
ARB,"{'id': '1A', 'value': 'Arab World'}",1997,2283.70037598542
ARB,"{'id': '1A', 'value': 'Arab World'}",1996,2171.31984204035
ARB,"{'id': '1A', 'value': 'Arab World'}",1995,2058.45956141821
ARB,"{'id': '1A', 'value': 'Arab World'}",1994,1995.55833298332
ARB,"{'id': '1A', 'value': 'Arab World'}",1993,1963.78968068776
ARB,"{'id': '1A', 'value': 'Arab World'}",1992,1969.84761104858
ARB,"{'id': '1A', 'value': 'Arab World'}",1991,2020.36158664875
ARB,"{'id': '1A', 'value': 'Arab World'}",1990,2833.22189337546
ARB,"{'id': '1A', 'value': 'Arab World'}",1989,2088.39028002035
ARB,"{'id': '1A', 'value': 'Arab World'}",1988,2011.72938142465
ARB,"{'id': '1A', 'value': 'Arab World'}",1987,2074.55996035888
ARB,"{'id': '1A', 'value': 'Arab World'}",1986,2008.2680830667
ARB,"{'id': '1A', 'value': 'Arab World'}",1985,2209.15688370961
ARB,"{'id': '1A', 'value': 'Arab World'}",1984,2314.94061092195
ARB,"{'id': '1A', 'value': 'Arab World'}",1983,2373.31395600824
ARB,"{'id': '1A', 'value': 'Arab World'}",1982,2593.21440106024
ARB,"{'id': '1A', 'value': 'Arab World'}",1981,2859.01641983212
ARB,"{'id': '1A', 'value': 'Arab World'}",1980,2900.53707895701
ARB,"{'id': '1A', 'value': 'Arab World'}",1979,2210.54742095628
ARB,"{'id': '1A', 'value': 'Arab World'}",1978,1693.40731916862
ARB,"{'id': '1A', 'value': 'Arab World'}",1977,1594.44345822747
ARB,"{'id': '1A', 'value': 'Arab World'}",1976,1430.44868992927
ARB,"{'id': '1A', 'value': 'Arab World'}",1975,1186.35700881274
ARB,"{'id': '1A', 'value': 'Arab World'}",1974,1107.95277635743
ARB,"{'id': '1A', 'value': 'Arab World'}",1973,593.267074488912
ARB,"{'id': '1A', 'value': 'Arab World'}",1972,462.730684487798
ARB,"{'id': '1A', 'value': 'Arab World'}",1971,396.347307240549
ARB,"{'id': '1A', 'value': 'Arab World'}",1970,351.870854014358
ARB,"{'id': '1A', 'value': 'Arab World'}",1969,323.906341029754
ARB,"{'id': '1A', 'value': 'Arab World'}",1968,302.206205552779
ARB,"{'id': '1A', 'value': 'Arab World'}",1967,272.018062908891
ARB,"{'id': '1A', 'value': 'Arab World'}",1966,259.172549287362
ARB,"{'id': '1A', 'value': 'Arab World'}",1965,251.51311775438
ARB,"{'id': '1A', 'value': 'Arab World'}",1964,
ARB,"{'id': '1A', 'value': 'Arab World'}",1963,
ARB,"{'id': '1A', 'value': 'Arab World'}",1962,
ARB,"{'id': '1A', 'value': 'Arab World'}",1961,
ARB,"{'id': '1A', 'value': 'Arab World'}",1960,
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2023,16810.93501732
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2022,15296.212982156
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2021,11732.8975463126
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2020,10101.7904602533
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2019,12173.610811624
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2018,11845.703369406
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2017,11576.2769685123
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2016,11175.5737188632
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2015,11629.1207744449
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2014,11359.1648971172
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2013,11085.0516584357
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2012,11057.1146467728
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2011,10543.0135521409
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2010,10389.1897204198
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2009,10106.2121285591
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2008,10425.1443045201
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2007,10028.9443056465
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2006,9333.12127787326
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2005,8056.62288286517
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2004,7415.22221389595
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2003,7097.21926291305
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2002,6953.2491327044
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2001,6623.91876936553
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",2000,6622.11361768281
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1999,6348.26991608551
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1998,6033.06234837359
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1997,5604.35876181441
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1996,4418.83560097169
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1995,4156.47704606822
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1994,3973.55738765968
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1993,3726.58876635188
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1992,3618.42114550932
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1991,3580.7703040204
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1990,3544.50012954739
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1989,3413.58305140319
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1988,3421.95180826226
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1987,3139.72457036438
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1986,2920.796376899
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1985,2699.4191955409
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1984,2505.73236761822
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1983,2304.81147586978
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1982,2202.17206817424
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1981,2143.88291265072
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1980,2008.64163505449
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1979,1681.68851454212
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1978,1431.3689353279
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1977,1254.26458377937
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1976,1105.5652167899
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1975,1085.89582595118
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1974,997.723665944026
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1973,879.019265115184
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1972,786.192864202651
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1971,755.031352341573
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1970,709.932738940259
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1969,680.193478748
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1968,614.452530414865
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1967,597.863646776542
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1966,541.183052146246
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1965,490.396116094411
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1964,451.651247921585
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1963,425.107255425842
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1962,416.997436020802
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1961,397.599377611895
CSS,"{'id': 'S3', 'value': 'Caribbean small states'}",1960,373.04277894762
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2023,22494.4806637564
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2022,19414.7416594388
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2021,18816.1336904293
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2020,16302.7546246465
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2019,16355.8581493383
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2018,16081.9110638536
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2017,14225.8773247545
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2016,12785.3859233633
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2015,12528.0826430876
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2014,14143.7397479462
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2013,13667.9813810826
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2012,13075.9491854658
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2011,13964.4428865133
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2010,12608.0230447431
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2009,12307.7075034916
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2008,14578.0141297163
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2007,12009.686500141
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2006,9469.73356683962
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2005,8355.86921001736
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2004,7176.5083837799
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2003,5949.81425310734
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2002,4937.13170961872
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2001,4352.72142683134
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",2000,3952.10847564762
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1999,3989.19763668875
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1998,4109.31286754324
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1997,3748.50859502598
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1996,3796.49607455303
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1995,3580.94831587853
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1994,2799.63826756485
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1993,2452.03515105555
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1992,2328.95239899687
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1991,2260.98845972258
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1990,2452.85760186787
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1989,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1988,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1987,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1986,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1985,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1984,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1983,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1982,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1981,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1980,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1979,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1978,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1977,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1976,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1975,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1974,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1973,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1972,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1971,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1970,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1969,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1968,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1967,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1966,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1965,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1964,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1963,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1962,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1961,
CEB,"{'id': 'B8', 'value': 'Central Europe and the Baltics'}",1960,
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2023,4258.91763675723
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2022,4099.07591276369
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2021,3743.85887403193
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2020,3254.22794317044
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2019,3528.99645119156
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2018,3499.78425455711
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2017,3504.86445468793
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2016,3284.23162293425
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2015,3234.22594362502
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2014,3449.00559318256
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2013,3380.56460532398
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2012,3380.96020009291
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2011,3280.66762280697
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2010,2955.65666629522
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2009,2472.22141328552
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2008,2610.6270275976
EAR,"{'id': 'V2', 'value': 'Early-demographic dividend'}",2007,2354.4128889167
